id,date,title,description,buyer,product_url,download_page_url,download_url,branded_product_url,branded_support_url,branded_support_intent_url,public_support_page_url,pay_what_you_can_url,external_support_destination,utm_source,utm_medium,utm_campaign,utm_content,suggested_support_tiers,support_connected,store_connected,fulfillment,checkout_boundary
daily-autodigital-shelf:2026-07-01-one-page-sop,2026-07-01,One-Page SOP Builder,A worksheet for documenting one repeatable task so someone else can follow it.,Small teams and solo operators who need process notes without a full operations manual.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-07-01-one-page-sop/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-07-01-one-page-sop.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-07-01-one-page-sop.zip,https://www.calmsprout.com/daily-shelf/products/2026-07-01-one-page-sop,https://www.calmsprout.com/daily-shelf/products/2026-07-01-one-page-sop/support,https://www.calmsprout.com/daily-shelf/products/2026-07-01-one-page-sop/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-07-01-one-page-sop,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-30-listing-photo-checklist,2026-06-30,Listing Photo Checklist,"A practical shot list for creating clearer marketplace, rental, or product listing photos.",People preparing simple listings who need better photos without hiring a photographer.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-30-listing-photo-checklist/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-30-listing-photo-checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-30-listing-photo-checklist.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-30-listing-photo-checklist,https://www.calmsprout.com/daily-shelf/products/2026-06-30-listing-photo-checklist/support,https://www.calmsprout.com/daily-shelf/products/2026-06-30-listing-photo-checklist/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-30-listing-photo-checklist,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-29-client-intake-lite,2026-06-29,Client Intake Lite,"A small intake sheet for turning a vague request into scope, timeline, budget, and next action.",Service providers who need a repeatable first-call intake without a heavy CRM.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-29-client-intake-lite/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-29-client-intake-lite.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-29-client-intake-lite.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-29-client-intake-lite,https://www.calmsprout.com/daily-shelf/products/2026-06-29-client-intake-lite/support,https://www.calmsprout.com/daily-shelf/products/2026-06-29-client-intake-lite/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-29-client-intake-lite,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-28-appointment-prep,2026-06-28,Appointment Prep Card,"A one-page prep card for collecting questions, documents, and follow-up notes before an appointment.",People who forget key questions or documents when appointments get stressful.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-28-appointment-prep/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-28-appointment-prep.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-28-appointment-prep.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-28-appointment-prep,https://www.calmsprout.com/daily-shelf/products/2026-06-28-appointment-prep/support,https://www.calmsprout.com/daily-shelf/products/2026-06-28-appointment-prep/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-28-appointment-prep,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-27-download-folder-reset,2026-06-27,Downloads Folder Reset,A 20-minute digital cleanup worksheet for turning a downloads pile into decisions.,People whose downloads folder has become a source of friction and lost files.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-27-download-folder-reset/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-27-download-folder-reset.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-27-download-folder-reset.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-27-download-folder-reset,https://www.calmsprout.com/daily-shelf/products/2026-06-27-download-folder-reset/support,https://www.calmsprout.com/daily-shelf/products/2026-06-27-download-folder-reset/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-27-download-folder-reset,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-26-invoice-followup,2026-06-26,Invoice Follow-Up Mini Kit,A calm worksheet for tracking unpaid invoices and writing one clear follow-up.,Freelancers and service providers who need a polite payment follow-up without pressure tricks.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-26-invoice-followup/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-26-invoice-followup.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-26-invoice-followup.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-26-invoice-followup,https://www.calmsprout.com/daily-shelf/products/2026-06-26-invoice-followup/support,https://www.calmsprout.com/daily-shelf/products/2026-06-26-invoice-followup/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-26-invoice-followup,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-25-simple-content-calendar,2026-06-25,Simple Content Calendar,"A low-pressure one-week content planner for small brands, creators, and solo operators.",People who need a content plan that does not become a second full-time job.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-25-simple-content-calendar/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-25-simple-content-calendar.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-25-simple-content-calendar.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-25-simple-content-calendar,https://www.calmsprout.com/daily-shelf/products/2026-06-25-simple-content-calendar/support,https://www.calmsprout.com/daily-shelf/products/2026-06-25-simple-content-calendar/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-25-simple-content-calendar,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-24-subscription-audit,2026-06-24,Subscription Audit Sheet,"A quick worksheet for finding recurring charges, renewal dates, and pause candidates.",Households and freelancers who need a clearer view of subscriptions without a finance app.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-24-subscription-audit/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-24-subscription-audit.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-24-subscription-audit.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-24-subscription-audit,https://www.calmsprout.com/daily-shelf/products/2026-06-24-subscription-audit/support,https://www.calmsprout.com/daily-shelf/products/2026-06-24-subscription-audit/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-24-subscription-audit,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-23-offer-followup,2026-06-23,Honest Follow-Up Draft Kit,A non-spam template sheet for following up with one real person or lead.,"Service providers who need a clear follow-up without manipulation, fake urgency, or bulk blasting.",https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-23-offer-followup/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-23-offer-followup.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-23-offer-followup.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-23-offer-followup,https://www.calmsprout.com/daily-shelf/products/2026-06-23-offer-followup/support,https://www.calmsprout.com/daily-shelf/products/2026-06-23-offer-followup/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-23-offer-followup,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-22-digital-declutter,2026-06-22,Digital Declutter Sprint,"A focused cleanup sheet for one folder, inbox, download pile, or project archive.",People whose digital mess blocks useful work but who cannot handle a full cleanup marathon.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-22-digital-declutter/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-22-digital-declutter.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-22-digital-declutter.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-22-digital-declutter,https://www.calmsprout.com/daily-shelf/products/2026-06-22-digital-declutter/support,https://www.calmsprout.com/daily-shelf/products/2026-06-22-digital-declutter/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-22-digital-declutter,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-21-micro-budget,2026-06-21,Micro Budget Reset,"A one-page reset for seeing near-term bills, small leaks, and the next cash decision.",Solo households and freelancers who need a short money picture without a complex finance app.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-21-micro-budget/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-21-micro-budget.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-21-micro-budget.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-21-micro-budget,https://www.calmsprout.com/daily-shelf/products/2026-06-21-micro-budget/support,https://www.calmsprout.com/daily-shelf/products/2026-06-21-micro-budget/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-21-micro-budget,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-20-home-inventory,2026-06-20,Tiny Home Inventory Pack,"A room-by-room mini inventory for renters, homeowners, resellers, and insurance prep.",People who need a simple physical inventory without a full spreadsheet system.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-20-home-inventory/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-20-home-inventory.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-20-home-inventory.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-20-home-inventory,https://www.calmsprout.com/daily-shelf/products/2026-06-20-home-inventory/support,https://www.calmsprout.com/daily-shelf/products/2026-06-20-home-inventory/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-20-home-inventory,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-19-low-energy-week,2026-06-19,Low-Energy Week Planner,A gentle planning sheet for weeks where consistency matters more than intensity.,Disabled and neurodivergent workers who need low-friction planning without motivational noise.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-19-low-energy-week/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-19-low-energy-week.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-19-low-energy-week.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-19-low-energy-week,https://www.calmsprout.com/daily-shelf/products/2026-06-19-low-energy-week/support,https://www.calmsprout.com/daily-shelf/products/2026-06-19-low-energy-week/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-19-low-energy-week,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-18-receipt-runner,2026-06-18,Receipt Runner Ledger Pack,A simple ledger and daily receipt habit for tiny projects that need proof of movement.,People who lose progress in scattered notes and need a visible record of what changed.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-18-receipt-runner/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-18-receipt-runner.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-18-receipt-runner.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-18-receipt-runner,https://www.calmsprout.com/daily-shelf/products/2026-06-18-receipt-runner/support,https://www.calmsprout.com/daily-shelf/products/2026-06-18-receipt-runner/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-18-receipt-runner,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-17-calm-launch,2026-06-17,Calm Launch One-Page Kit,"A printable page for turning one messy idea into one offer, one audience, and one next action.","Creators, solo operators, and small service shops with an idea that keeps staying unfinished.",https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-17-calm-launch/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-17-calm-launch.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-17-calm-launch.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-17-calm-launch,https://www.calmsprout.com/daily-shelf/products/2026-06-17-calm-launch/support,https://www.calmsprout.com/daily-shelf/products/2026-06-17-calm-launch/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-17-calm-launch,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-16-landing-page-copy,2026-06-16,Landing Page Copy Blocks,"A fill-in worksheet for headline, promise, proof, offer, and next action copy.",Small operators who need usable page copy before a designer or builder gets involved.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-16-landing-page-copy/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-16-landing-page-copy.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-16-landing-page-copy.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-16-landing-page-copy,https://www.calmsprout.com/daily-shelf/products/2026-06-16-landing-page-copy/support,https://www.calmsprout.com/daily-shelf/products/2026-06-16-landing-page-copy/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-16-landing-page-copy,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-15-renewal-reminder,2026-06-15,Renewal Reminder Sheet,"A small tracker for domain, software, insurance, lease, and service renewal dates.",People who need renewal dates visible before they become urgent surprises.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-15-renewal-reminder/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-15-renewal-reminder.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-15-renewal-reminder.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-15-renewal-reminder,https://www.calmsprout.com/daily-shelf/products/2026-06-15-renewal-reminder/support,https://www.calmsprout.com/daily-shelf/products/2026-06-15-renewal-reminder/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-15-renewal-reminder,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-14-link-in-bio-audit,2026-06-14,Link-in-Bio Audit,A simple audit sheet for checking whether a public profile points visitors to one useful action.,Creators and small sellers whose public links do not clearly route visitors.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-14-link-in-bio-audit/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-14-link-in-bio-audit.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-14-link-in-bio-audit.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-14-link-in-bio-audit,https://www.calmsprout.com/daily-shelf/products/2026-06-14-link-in-bio-audit/support,https://www.calmsprout.com/daily-shelf/products/2026-06-14-link-in-bio-audit/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-14-link-in-bio-audit,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-13-focus-menu,2026-06-13,Focus Menu Builder,"A menu of low, medium, and high energy task options for days when planning from scratch is too expensive.",People who need usable work choices that adapt to uneven energy.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-13-focus-menu/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-13-focus-menu.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-13-focus-menu.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-13-focus-menu,https://www.calmsprout.com/daily-shelf/products/2026-06-13-focus-menu/support,https://www.calmsprout.com/daily-shelf/products/2026-06-13-focus-menu/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-13-focus-menu,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
