id,date,title,description,buyer,product_url,download_page_url,download_url,branded_product_url,branded_support_url,branded_support_intent_url,public_support_page_url,pay_what_you_can_url,external_support_destination,utm_source,utm_medium,utm_campaign,utm_content,suggested_support_tiers,support_connected,store_connected,fulfillment,checkout_boundary
daily-autodigital-shelf:2026-06-12-store-import-prep,2026-06-12,Store Import Prep Sheet,"A worksheet for gathering product title, description, price hint, tags, and delivery files before using a store platform.","Digital sellers preparing listings for Payhip, Gumroad, Etsy-style shops, or similar platforms.",https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-12-store-import-prep/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-12-store-import-prep.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-12-store-import-prep.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-12-store-import-prep,https://www.calmsprout.com/daily-shelf/products/2026-06-12-store-import-prep/support,https://www.calmsprout.com/daily-shelf/products/2026-06-12-store-import-prep/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-12-store-import-prep,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-11-two-hour-workblock,2026-06-11,Two-Hour Workblock Planner,"A compact planning sheet for choosing one outcome, one timer, and one shutdown note.",People who need a bounded work session that does not expand into the whole day.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-11-two-hour-workblock/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-11-two-hour-workblock.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-11-two-hour-workblock.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-11-two-hour-workblock,https://www.calmsprout.com/daily-shelf/products/2026-06-11-two-hour-workblock/support,https://www.calmsprout.com/daily-shelf/products/2026-06-11-two-hour-workblock/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-11-two-hour-workblock,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-10-simple-order-form,2026-06-10,Simple Order Form Draft,A draft sheet for designing a small order or request form before building it online.,Small sellers and service providers who need a clear order form before platform setup.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-10-simple-order-form/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-10-simple-order-form.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-10-simple-order-form.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-10-simple-order-form,https://www.calmsprout.com/daily-shelf/products/2026-06-10-simple-order-form/support,https://www.calmsprout.com/daily-shelf/products/2026-06-10-simple-order-form/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-10-simple-order-form,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-09-daily-proof-log,2026-06-09,Daily Proof Log,A receipt-style log for recording visible proof of work without overexplaining the whole day.,"Solo workers who need evidence of progress for themselves, clients, or future handoff.",https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-09-daily-proof-log/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-09-daily-proof-log.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-09-daily-proof-log.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-09-daily-proof-log,https://www.calmsprout.com/daily-shelf/products/2026-06-09-daily-proof-log/support,https://www.calmsprout.com/daily-shelf/products/2026-06-09-daily-proof-log/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-09-daily-proof-log,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-08-project-rescue-map,2026-06-08,Project Rescue Map,"A one-page map for rescuing a messy project by separating assets, blockers, risks, and next moves.",Builders and operators who need to recover a project without starting over.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-08-project-rescue-map/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-08-project-rescue-map.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-08-project-rescue-map.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-08-project-rescue-map,https://www.calmsprout.com/daily-shelf/products/2026-06-08-project-rescue-map/support,https://www.calmsprout.com/daily-shelf/products/2026-06-08-project-rescue-map/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-08-project-rescue-map,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-07-email-triage,2026-06-07,Email Triage Sprint,A 15-minute inbox worksheet for finding the few messages that actually need action.,People who avoid inboxes because every message feels equally urgent.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-07-email-triage/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-07-email-triage.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-07-email-triage.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-07-email-triage,https://www.calmsprout.com/daily-shelf/products/2026-06-07-email-triage/support,https://www.calmsprout.com/daily-shelf/products/2026-06-07-email-triage/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-07-email-triage,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-06-decision-parking-lot,2026-06-06,Decision Parking Lot,A worksheet for parking unresolved decisions so they stop interrupting the current task.,People who get pulled away by unresolved choices and need a simple holding place.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-06-decision-parking-lot/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-06-decision-parking-lot.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-06-decision-parking-lot.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-06-decision-parking-lot,https://www.calmsprout.com/daily-shelf/products/2026-06-06-decision-parking-lot/support,https://www.calmsprout.com/daily-shelf/products/2026-06-06-decision-parking-lot/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-06-decision-parking-lot,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-05-tiny-launch-checklist,2026-06-05,Tiny Launch Checklist,"A compact launch checklist for publishing a small page, pack, or offer without waiting for perfect.",People with useful work stuck in draft mode who need a small publish path.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-05-tiny-launch-checklist/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-05-tiny-launch-checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-05-tiny-launch-checklist.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-05-tiny-launch-checklist,https://www.calmsprout.com/daily-shelf/products/2026-06-05-tiny-launch-checklist/support,https://www.calmsprout.com/daily-shelf/products/2026-06-05-tiny-launch-checklist/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-05-tiny-launch-checklist,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-04-micro-offer-pricing,2026-06-04,Micro Offer Pricing Sheet,A simple worksheet for pricing a small digital or service offer without pretending the market is guaranteed.,Creators and service providers turning a small repeatable outcome into an offer.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-04-micro-offer-pricing/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-04-micro-offer-pricing.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-04-micro-offer-pricing.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-04-micro-offer-pricing,https://www.calmsprout.com/daily-shelf/products/2026-06-04-micro-offer-pricing/support,https://www.calmsprout.com/daily-shelf/products/2026-06-04-micro-offer-pricing/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-04-micro-offer-pricing,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-03-weekly-reset,2026-06-03,Weekly Reset Board,"A printable reset board for tasks, bills, errands, and loose ends that need one weekly review.",Busy households and solo workers who need one visible weekly reset page.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-03-weekly-reset/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-03-weekly-reset.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-03-weekly-reset.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-03-weekly-reset,https://www.calmsprout.com/daily-shelf/products/2026-06-03-weekly-reset/support,https://www.calmsprout.com/daily-shelf/products/2026-06-03-weekly-reset/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-03-weekly-reset,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-02-one-page-sop,2026-06-02,One-Page SOP Builder,A worksheet for documenting one repeatable task so someone else can follow it.,Small teams and solo operators who need process notes without a full operations manual.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-02-one-page-sop/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-02-one-page-sop.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-02-one-page-sop.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-02-one-page-sop,https://www.calmsprout.com/daily-shelf/products/2026-06-02-one-page-sop/support,https://www.calmsprout.com/daily-shelf/products/2026-06-02-one-page-sop/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-02-one-page-sop,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-06-01-listing-photo-checklist,2026-06-01,Listing Photo Checklist,"A practical shot list for creating clearer marketplace, rental, or product listing photos.",People preparing simple listings who need better photos without hiring a photographer.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-06-01-listing-photo-checklist/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-01-listing-photo-checklist.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-06-01-listing-photo-checklist.zip,https://www.calmsprout.com/daily-shelf/products/2026-06-01-listing-photo-checklist,https://www.calmsprout.com/daily-shelf/products/2026-06-01-listing-photo-checklist/support,https://www.calmsprout.com/daily-shelf/products/2026-06-01-listing-photo-checklist/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-06-01-listing-photo-checklist,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-31-client-intake-lite,2026-05-31,Client Intake Lite,"A small intake sheet for turning a vague request into scope, timeline, budget, and next action.",Service providers who need a repeatable first-call intake without a heavy CRM.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-31-client-intake-lite/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-31-client-intake-lite.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-31-client-intake-lite.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-31-client-intake-lite,https://www.calmsprout.com/daily-shelf/products/2026-05-31-client-intake-lite/support,https://www.calmsprout.com/daily-shelf/products/2026-05-31-client-intake-lite/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-31-client-intake-lite,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-30-appointment-prep,2026-05-30,Appointment Prep Card,"A one-page prep card for collecting questions, documents, and follow-up notes before an appointment.",People who forget key questions or documents when appointments get stressful.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-30-appointment-prep/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-30-appointment-prep.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-30-appointment-prep.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-30-appointment-prep,https://www.calmsprout.com/daily-shelf/products/2026-05-30-appointment-prep/support,https://www.calmsprout.com/daily-shelf/products/2026-05-30-appointment-prep/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-30-appointment-prep,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-29-download-folder-reset,2026-05-29,Downloads Folder Reset,A 20-minute digital cleanup worksheet for turning a downloads pile into decisions.,People whose downloads folder has become a source of friction and lost files.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-29-download-folder-reset/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-29-download-folder-reset.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-29-download-folder-reset.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-29-download-folder-reset,https://www.calmsprout.com/daily-shelf/products/2026-05-29-download-folder-reset/support,https://www.calmsprout.com/daily-shelf/products/2026-05-29-download-folder-reset/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-29-download-folder-reset,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-28-invoice-followup,2026-05-28,Invoice Follow-Up Mini Kit,A calm worksheet for tracking unpaid invoices and writing one clear follow-up.,Freelancers and service providers who need a polite payment follow-up without pressure tricks.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-28-invoice-followup/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-28-invoice-followup.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-28-invoice-followup.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-28-invoice-followup,https://www.calmsprout.com/daily-shelf/products/2026-05-28-invoice-followup/support,https://www.calmsprout.com/daily-shelf/products/2026-05-28-invoice-followup/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-28-invoice-followup,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-27-simple-content-calendar,2026-05-27,Simple Content Calendar,"A low-pressure one-week content planner for small brands, creators, and solo operators.",People who need a content plan that does not become a second full-time job.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-27-simple-content-calendar/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-27-simple-content-calendar.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-27-simple-content-calendar.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-27-simple-content-calendar,https://www.calmsprout.com/daily-shelf/products/2026-05-27-simple-content-calendar/support,https://www.calmsprout.com/daily-shelf/products/2026-05-27-simple-content-calendar/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-27-simple-content-calendar,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-26-subscription-audit,2026-05-26,Subscription Audit Sheet,"A quick worksheet for finding recurring charges, renewal dates, and pause candidates.",Households and freelancers who need a clearer view of subscriptions without a finance app.,https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-26-subscription-audit/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-26-subscription-audit.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-26-subscription-audit.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-26-subscription-audit,https://www.calmsprout.com/daily-shelf/products/2026-05-26-subscription-audit/support,https://www.calmsprout.com/daily-shelf/products/2026-05-26-subscription-audit/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-26-subscription-audit,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
daily-autodigital-shelf:2026-05-25-offer-followup,2026-05-25,Honest Follow-Up Draft Kit,A non-spam template sheet for following up with one real person or lead.,"Service providers who need a clear follow-up without manipulation, fake urgency, or bulk blasting.",https://x26dotapp.github.io/daily-autodigital-shelf/packs/2026-05-25-offer-followup/,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-25-offer-followup.html,https://x26dotapp.github.io/daily-autodigital-shelf/downloads/2026-05-25-offer-followup.zip,https://www.calmsprout.com/daily-shelf/products/2026-05-25-offer-followup,https://www.calmsprout.com/daily-shelf/products/2026-05-25-offer-followup/support,https://www.calmsprout.com/daily-shelf/products/2026-05-25-offer-followup/support/go,https://x26dotapp.github.io/daily-autodigital-shelf/support.html,https://x26dotapp.github.io/daily-autodigital-shelf/pay-what-you-can.html,https://gift.calmsprout.com,calmsprout,daily_shelf,product_support,2026-05-25-offer-followup,"$3 Small thank-you: A light support nudge for one useful worksheet. | $9 Bundle supporter: A fair support level for the starter archive. | $21 Keep it running: Helps keep daily publishing, hosting, and maintenance alive.",True,False,public digital download with voluntary external support,Product checkout is not connected. Downloads remain public and support is voluntary.
